"no","Agex","Agex_h","p11","p12","p13","p21","p22","p23","name"
"1","76","77","0.91132","0.07409","0.01459","0.20895","0.70553","0.08552","BEFgali"
"1","77","78","0.90836","0.07486","0.01678","0.20312","0.70372","0.09316","BEFgali"
"1","78","79","0.90510","0.07560","0.01930","0.19730","0.70129","0.10141","BEFgali"
"1","79","80","0.90151","0.07630","0.02219","0.19150","0.69819","0.11031","BEFgali"
"1","80","81","0.89751","0.07697","0.02551","0.18571","0.69438","0.11991","BEFgali"
"1","81","82","0.89308","0.07759","0.02933","0.17992","0.68984","0.13024","BEFgali"
"1","82","83","0.88813","0.07816","0.03371","0.17413","0.68453","0.14134","BEFgali"
"1","83","84","0.88260","0.07867","0.03873","0.16834","0.67841","0.15325","BEFgali"
"1","84","85","0.87641","0.07911","0.04448","0.16255","0.67144","0.16601","BEFgali"
"1","85","86","0.86947","0.07947","0.05106","0.15676","0.66360","0.17964","BEFgali"
"1","86","87","0.86168","0.07974","0.05857","0.15096","0.65485","0.19419","BEFgali"
"1","87","88","0.85294","0.07991","0.06715","0.14516","0.64517","0.20967","BEFgali"
"1","88","89","0.84312","0.07996","0.07692","0.13935","0.63454","0.22611","BEFgali"
"1","89","90","0.83210","0.07988","0.08802","0.13354","0.62294","0.24352","BEFgali"
"1","90","91","0.81974","0.07966","0.10060","0.12772","0.61037","0.26191","BEFgali"
"1","50","51","0.92700","0.07049","0.00251","0.18234","0.81545","0.00221","BEFsr"
"1","51","52","0.92498","0.07240","0.00262","0.18148","0.81601","0.00251","BEFsr"
"1","52","53","0.92291","0.07436","0.00273","0.18062","0.81653","0.00284","BEFsr"
"1","53","54","0.92079","0.07637","0.00284","0.17976","0.81702","0.00322","BEFsr"
"1","54","55","0.91861","0.07842","0.00296","0.17889","0.81746","0.00366","BEFsr"
"1","55","56","0.91638","0.08053","0.00309","0.17801","0.81784","0.00415","BEFsr"
"1","56","57","0.91409","0.08269","0.00322","0.17712","0.81817","0.00471","BEFsr"
"1","57","58","0.91174","0.08490","0.00336","0.17622","0.81843","0.00535","BEFsr"
"1","58","59","0.90933","0.08716","0.00351","0.17531","0.81862","0.00607","BEFsr"
"1","59","60","0.90686","0.08947","0.00367","0.17439","0.81871","0.00689","BEFsr"
"1","60","61","0.90433","0.09183","0.00383","0.17346","0.81871","0.00783","BEFsr"
"1","61","62","0.90174","0.09425","0.00401","0.17251","0.81860","0.00889","BEFsr"
"1","62","63","0.89908","0.09673","0.00420","0.17154","0.81836","0.01010","BEFsr"
"1","63","64","0.89635","0.09925","0.00440","0.17054","0.81798","0.01148","BEFsr"
"1","64","65","0.89356","0.10183","0.00461","0.16953","0.81743","0.01304","BEFsr"
"1","65","66","0.89070","0.10447","0.00484","0.16849","0.81670","0.01481","BEFsr"
"1","66","67","0.88776","0.10716","0.00508","0.16742","0.81576","0.01682","BEFsr"
"1","67","68","0.88476","0.10990","0.00534","0.16631","0.81458","0.01911","BEFsr"
"1","68","69","0.88168","0.11269","0.00563","0.16517","0.81313","0.02170","BEFsr"
"1","69","70","0.87852","0.11554","0.00594","0.16399","0.81138","0.02464","BEFsr"
"1","70","71","0.87530","0.11843","0.00627","0.16275","0.80928","0.02797","BEFsr"
"1","71","72","0.87199","0.12138","0.00664","0.16147","0.80679","0.03174","BEFsr"
"1","72","73","0.86860","0.12436","0.00704","0.16012","0.80387","0.03600","BEFsr"
"1","73","74","0.86513","0.12740","0.00747","0.15871","0.80046","0.04083","BEFsr"
"1","74","75","0.86158","0.13047","0.00795","0.15722","0.79650","0.04628","BEFsr"
"1","75","76","0.85795","0.13357","0.00848","0.15565","0.79193","0.05242","BEFsr"
"1","76","77","0.85422","0.13671","0.00907","0.15398","0.78667","0.05935","BEFsr"
"1","77","78","0.85041","0.13987","0.00972","0.15221","0.78064","0.06715","BEFsr"
"1","78","79","0.84652","0.14305","0.01044","0.15033","0.77376","0.07590","BEFsr"
"1","79","80","0.84252","0.14624","0.01124","0.14833","0.76595","0.08573","BEFsr"
"1","80","81","0.83844","0.14943","0.01214","0.14618","0.75710","0.09672","BEFsr"
"1","81","82","0.83426","0.15261","0.01313","0.14389","0.74712","0.10899","BEFsr"
"1","82","83","0.82998","0.15577","0.01425","0.14143","0.73591","0.12265","BEFsr"
"1","83","84","0.82560","0.15890","0.01550","0.13880","0.72337","0.13783","BEFsr"
"1","84","85","0.82112","0.16198","0.01690","0.13598","0.70939","0.15463","BEFsr"
"1","85","86","0.81654","0.16500","0.01846","0.13296","0.69389","0.17315","BEFsr"
"1","86","87","0.81184","0.16794","0.02021","0.12973","0.67678","0.19349","BEFsr"
"1","87","88","0.80704","0.17079","0.02217","0.12628","0.65799","0.21573","BEFsr"
"1","88","89","0.80213","0.17352","0.02435","0.12260","0.63747","0.23993","BEFsr"
"1","89","90","0.79710","0.17612","0.02678","0.11869","0.61519","0.26611","BEFsr"
"1","90","91","0.79196","0.17856","0.02948","0.11455","0.59118","0.29427","BEFsr"
"1","50","51","0.97667","0.02136","0.00197","0.28606","0.69308","0.02085","BEMadl"
"1","51","52","0.97553","0.02228","0.00219","0.28364","0.69412","0.02224","BEMadl"
"1","52","53","0.97432","0.02325","0.00243","0.28121","0.69507","0.02373","BEMadl"
"1","53","54","0.97304","0.02426","0.00270","0.27876","0.69593","0.02531","BEMadl"
"1","54","55","0.97170","0.02530","0.00300","0.27631","0.69671","0.02699","BEMadl"
"1","55","56","0.97027","0.02639","0.00333","0.27384","0.69738","0.02878","BEMadl"
"1","56","57","0.96877","0.02753","0.00370","0.27135","0.69796","0.03069","BEMadl"
"1","57","58","0.96718","0.02871","0.00411","0.26886","0.69843","0.03272","BEMadl"
"1","58","59","0.96550","0.02994","0.00456","0.26634","0.69878","0.03488","BEMadl"
"1","59","60","0.96373","0.03121","0.00506","0.26381","0.69901","0.03718","BEMadl"
"1","60","61","0.96184","0.03254","0.00562","0.26126","0.69912","0.03962","BEMadl"
"1","61","62","0.95985","0.03391","0.00624","0.25868","0.69909","0.04222","BEMadl"
"1","62","63","0.95773","0.03534","0.00692","0.25609","0.69892","0.04499","BEMadl"
"1","63","64","0.95549","0.03683","0.00768","0.25347","0.69860","0.04793","BEMadl"
"1","64","65","0.95311","0.03837","0.00852","0.25082","0.69813","0.05105","BEMadl"
"1","65","66","0.95058","0.03997","0.00946","0.24815","0.69748","0.05437","BEMadl"
"1","66","67","0.94789","0.04162","0.01049","0.24545","0.69666","0.05789","BEMadl"
"1","67","68","0.94503","0.04334","0.01164","0.24271","0.69566","0.06163","BEMadl"
"1","68","69","0.94198","0.04511","0.01290","0.23995","0.69446","0.06560","BEMadl"
"1","69","70","0.93874","0.04695","0.01431","0.23714","0.69305","0.06980","BEMadl"
"1","70","71","0.93529","0.04885","0.01586","0.23430","0.69143","0.07427","BEMadl"
"1","71","72","0.93161","0.05081","0.01758","0.23142","0.68958","0.07899","BEMadl"
"1","72","73","0.92768","0.05284","0.01948","0.22850","0.68750","0.08400","BEMadl"
"1","73","74","0.92350","0.05493","0.02158","0.22553","0.68516","0.08931","BEMadl"
"1","74","75","0.91902","0.05708","0.02390","0.22252","0.68256","0.09492","BEMadl"
"1","75","76","0.91425","0.05929","0.02646","0.21945","0.67969","0.10085","BEMadl"
"1","76","77","0.90915","0.06156","0.02929","0.21634","0.67653","0.10713","BEMadl"
"1","77","78","0.90369","0.06389","0.03241","0.21317","0.67308","0.11375","BEMadl"
"1","78","79","0.89786","0.06628","0.03585","0.20994","0.66931","0.12075","BEMadl"
"1","79","80","0.89163","0.06873","0.03964","0.20666","0.66522","0.12812","BEMadl"
"1","80","81","0.88496","0.07122","0.04382","0.20331","0.66079","0.13590","BEMadl"
"1","81","82","0.87783","0.07377","0.04841","0.19991","0.65601","0.14409","BEMadl"
"1","82","83","0.87019","0.07635","0.05346","0.19643","0.65086","0.15271","BEMadl"
"1","83","84","0.86203","0.07897","0.05900","0.19289","0.64535","0.16176","BEMadl"
"1","84","85","0.85330","0.08162","0.06508","0.18927","0.63945","0.17128","BEMadl"
"1","85","86","0.84397","0.08429","0.07174","0.18559","0.63315","0.18126","BEMadl"
"1","86","87","0.83399","0.08698","0.07903","0.18183","0.62644","0.19173","BEMadl"
"1","87","88","0.82334","0.08966","0.08700","0.17800","0.61932","0.20268","BEMadl"
"1","88","89","0.81197","0.09234","0.09570","0.17409","0.61177","0.21414","BEMadl"
"1","89","90","0.79984","0.09499","0.10517","0.17010","0.60379","0.22611","BEMadl"
"1","90","91","0.78691","0.09760","0.11548","0.16604","0.59537","0.23859","BEMadl"
"1","50","51","0.96397","0.03519","0.00084","0.30567","0.66570","0.02863","BEMgali"
"1","51","52","0.96291","0.03614","0.00095","0.30272","0.66693","0.03036","BEMgali"
"1","52","53","0.96181","0.03712","0.00107","0.29975","0.66806","0.03218","BEMgali"
"1","53","54","0.96067","0.03812","0.00120","0.29678","0.66910","0.03412","BEMgali"
"1","54","55","0.95949","0.03915","0.00136","0.29380","0.67004","0.03616","BEMgali"
"1","55","56","0.95827","0.04020","0.00154","0.29081","0.67086","0.03833","BEMgali"
"1","56","57","0.95699","0.04127","0.00174","0.28781","0.67157","0.04062","BEMgali"
"1","57","58","0.95567","0.04237","0.00197","0.28480","0.67216","0.04304","BEMgali"
"1","58","59","0.95428","0.04349","0.00223","0.28178","0.67262","0.04560","BEMgali"
"1","59","60","0.95284","0.04464","0.00252","0.27875","0.67295","0.04830","BEMgali"
"1","60","61","0.95132","0.04582","0.00286","0.27570","0.67314","0.05116","BEMgali"
"1","61","62","0.94974","0.04702","0.00324","0.27263","0.67319","0.05418","BEMgali"
"1","62","63","0.94808","0.04825","0.00367","0.26955","0.67308","0.05738","BEMgali"
"1","63","64","0.94633","0.04950","0.00417","0.26645","0.67281","0.06074","BEMgali"
"1","64","65","0.94449","0.05078","0.00473","0.26332","0.67237","0.06430","BEMgali"
"1","65","66","0.94254","0.05208","0.00538","0.26018","0.67176","0.06806","BEMgali"
"1","66","67","0.94048","0.05341","0.00611","0.25702","0.67097","0.07202","BEMgali"
"1","67","68","0.93829","0.05476","0.00695","0.25383","0.66998","0.07619","BEMgali"
"1","68","69","0.93596","0.05614","0.00790","0.25061","0.66879","0.08060","BEMgali"
"1","69","70","0.93348","0.05754","0.00899","0.24736","0.66740","0.08524","BEMgali"
"1","70","71","0.93082","0.05896","0.01022","0.24409","0.66578","0.09013","BEMgali"
"1","71","72","0.92797","0.06040","0.01164","0.24078","0.66394","0.09528","BEMgali"
"1","72","73","0.92490","0.06186","0.01325","0.23744","0.66187","0.10070","BEMgali"
"1","73","74","0.92158","0.06333","0.01508","0.23406","0.65954","0.10640","BEMgali"
"1","74","75","0.91800","0.06482","0.01717","0.23064","0.65696","0.11240","BEMgali"
"1","75","76","0.91412","0.06632","0.01956","0.22718","0.65412","0.11871","BEMgali"
"1","76","77","0.90989","0.06783","0.02228","0.22367","0.65100","0.12533","BEMgali"
"1","77","78","0.90529","0.06934","0.02537","0.22012","0.64759","0.13229","BEMgali"
"1","78","79","0.90025","0.07085","0.02890","0.21651","0.64389","0.13960","BEMgali"
"1","79","80","0.89474","0.07235","0.03291","0.21285","0.63988","0.14726","BEMgali"
"1","80","81","0.88869","0.07384","0.03747","0.20914","0.63557","0.15529","BEMgali"
"1","81","82","0.88204","0.07531","0.04265","0.20536","0.63092","0.16371","BEMgali"
"1","82","83","0.87472","0.07674","0.04854","0.20152","0.62595","0.17252","BEMgali"
"1","83","84","0.86665","0.07814","0.05521","0.19762","0.62064","0.18175","BEMgali"
"1","84","85","0.85775","0.07949","0.06277","0.19364","0.61497","0.19139","BEMgali"
"1","85","86","0.84792","0.08077","0.07131","0.18958","0.60896","0.20146","BEMgali"
"1","86","87","0.83707","0.08198","0.08096","0.18545","0.60258","0.21197","BEMgali"
"1","87","88","0.82509","0.08309","0.09182","0.18123","0.59583","0.22294","BEMgali"
"1","88","89","0.81187","0.08409","0.10404","0.17693","0.58870","0.23437","BEMgali"
"1","89","90","0.79730","0.08496","0.11774","0.17253","0.58120","0.24627","BEMgali"
"1","90","91","0.78127","0.08568","0.13306","0.16804","0.57332","0.25864","BEMgali"
"1","50","51","0.88579","0.11310","0.00111","0.14129","0.84638","0.01233","BEMsr"
"1","51","52","0.88556","0.11320","0.00124","0.14195","0.84475","0.01330","BEMsr"
"1","52","53","0.88532","0.11330","0.00138","0.14260","0.84305","0.01435","BEMsr"
"1","53","54","0.88507","0.11339","0.00155","0.14324","0.84127","0.01548","BEMsr"
"1","54","55","0.88480","0.11348","0.00173","0.14388","0.83942","0.01670","BEMsr"
"1","55","56","0.88451","0.11356","0.00193","0.14451","0.83747","0.01802","BEMsr"
"1","56","57","0.88420","0.11364","0.00216","0.14512","0.83544","0.01943","BEMsr"
"1","57","58","0.88387","0.11371","0.00242","0.14573","0.83331","0.02096","BEMsr"
"1","58","59","0.88352","0.11378","0.00270","0.14632","0.83107","0.02261","BEMsr"
"1","59","60","0.88313","0.11384","0.00303","0.14690","0.82872","0.02438","BEMsr"
"1","60","61","0.88271","0.11390","0.00339","0.14746","0.82626","0.02628","BEMsr"
"1","61","62","0.88226","0.11394","0.00380","0.14800","0.82366","0.02834","BEMsr"
"1","62","63","0.88176","0.11398","0.00426","0.14853","0.82092","0.03055","BEMsr"
"1","63","64","0.88122","0.11400","0.00478","0.14903","0.81804","0.03293","BEMsr"
"1","64","65","0.88062","0.11402","0.00537","0.14951","0.81500","0.03549","BEMsr"
"1","65","66","0.87996","0.11402","0.00602","0.14996","0.81180","0.03824","BEMsr"
"1","66","67","0.87923","0.11401","0.00676","0.15039","0.80841","0.04120","BEMsr"
"1","67","68","0.87842","0.11398","0.00760","0.15078","0.80484","0.04438","BEMsr"
"1","68","69","0.87753","0.11394","0.00854","0.15115","0.80106","0.04780","BEMsr"
"1","69","70","0.87653","0.11388","0.00959","0.15147","0.79706","0.05147","BEMsr"
"1","70","71","0.87542","0.11380","0.01078","0.15175","0.79284","0.05541","BEMsr"
"1","71","72","0.87418","0.11370","0.01213","0.15200","0.78837","0.05964","BEMsr"
"1","72","73","0.87279","0.11357","0.01364","0.15219","0.78363","0.06418","BEMsr"
"1","73","74","0.87124","0.11342","0.01534","0.15233","0.77863","0.06904","BEMsr"
"1","74","75","0.86951","0.11323","0.01726","0.15242","0.77333","0.07425","BEMsr"
"1","75","76","0.86757","0.11302","0.01942","0.15244","0.76772","0.07984","BEMsr"
"1","76","77","0.86539","0.11276","0.02185","0.15241","0.76179","0.08581","BEMsr"
"1","77","78","0.86294","0.11247","0.02458","0.15230","0.75551","0.09220","BEMsr"
"1","78","79","0.86020","0.11214","0.02767","0.15211","0.74886","0.09903","BEMsr"
"1","79","80","0.85712","0.11175","0.03113","0.15184","0.74184","0.10632","BEMsr"
"1","80","81","0.85366","0.11131","0.03503","0.15148","0.73442","0.11410","BEMsr"
"1","81","82","0.84978","0.11081","0.03941","0.15103","0.72657","0.12239","BEMsr"
"1","82","83","0.84543","0.11025","0.04432","0.15048","0.71829","0.13123","BEMsr"
"1","83","84","0.84054","0.10961","0.04984","0.14981","0.70956","0.14063","BEMsr"
"1","84","85","0.83507","0.10890","0.05603","0.14903","0.70035","0.15062","BEMsr"
"1","85","86","0.82894","0.10810","0.06296","0.14813","0.69065","0.16122","BEMsr"
"1","86","87","0.82208","0.10720","0.07071","0.14709","0.68045","0.17246","BEMsr"
"1","87","88","0.81442","0.10621","0.07937","0.14591","0.66972","0.18437","BEMsr"
"1","88","89","0.80587","0.10510","0.08904","0.14458","0.65846","0.19696","BEMsr"
"1","89","90","0.79634","0.10387","0.09980","0.14309","0.64667","0.21024","BEMsr"
"1","90","91","0.78574","0.10250","0.11176","0.14144","0.63431","0.22425","BEMsr"
"1","50","51","0.97871","0.02083","0.00046","0.48540","0.49840","0.01620","CZFadl"
"1","51","52","0.97763","0.02184","0.00053","0.47318","0.50932","0.01750","CZFadl"
"1","52","53","0.97649","0.02290","0.00061","0.46103","0.52007","0.01890","CZFadl"
"1","53","54","0.97530","0.02400","0.00070","0.44896","0.53065","0.02039","CZFadl"
"1","54","55","0.97404","0.02515","0.00081","0.43697","0.54104","0.02199","CZFadl"
"1","55","56","0.97271","0.02636","0.00093","0.42507","0.55122","0.02371","CZFadl"
"1","56","57","0.97131","0.02761","0.00108","0.41328","0.56118","0.02554","CZFadl"
"1","57","58","0.96984","0.02892","0.00124","0.40160","0.57089","0.02751","CZFadl"
"1","58","59","0.96828","0.03028","0.00143","0.39005","0.58034","0.02961","CZFadl"
"1","59","60","0.96664","0.03170","0.00166","0.37862","0.58952","0.03186","CZFadl"
"1","60","61","0.96490","0.03318","0.00191","0.36734","0.59841","0.03425","CZFadl"
"1","61","62","0.96307","0.03473","0.00221","0.35620","0.60699","0.03681","CZFadl"
"1","62","63","0.96112","0.03633","0.00255","0.34521","0.61525","0.03955","CZFadl"
"1","63","64","0.95905","0.03800","0.00295","0.33437","0.62316","0.04246","CZFadl"
"1","64","65","0.95686","0.03974","0.00341","0.32370","0.63073","0.04557","CZFadl"
"1","65","66","0.95452","0.04154","0.00393","0.31320","0.63793","0.04888","CZFadl"
"1","66","67","0.95204","0.04342","0.00455","0.30287","0.64474","0.05240","CZFadl"
"1","67","68","0.94938","0.04536","0.00525","0.29271","0.65115","0.05614","CZFadl"
"1","68","69","0.94654","0.04738","0.00607","0.28273","0.65714","0.06013","CZFadl"
"1","69","70","0.94351","0.04948","0.00702","0.27293","0.66271","0.06436","CZFadl"
"1","70","71","0.94025","0.05164","0.00811","0.26331","0.66783","0.06886","CZFadl"
"1","71","72","0.93674","0.05389","0.00937","0.25388","0.67249","0.07363","CZFadl"
"1","72","73","0.93297","0.05620","0.01083","0.24463","0.67667","0.07870","CZFadl"
"1","73","74","0.92889","0.05860","0.01251","0.23557","0.68037","0.08406","CZFadl"
"1","74","75","0.92449","0.06106","0.01445","0.22670","0.68356","0.08975","CZFadl"
"1","75","76","0.91971","0.06360","0.01669","0.21801","0.68623","0.09576","CZFadl"
"1","76","77","0.91451","0.06621","0.01928","0.20950","0.68837","0.10213","CZFadl"
"1","77","78","0.90886","0.06888","0.02226","0.20118","0.68997","0.10885","CZFadl"
"1","78","79","0.90269","0.07162","0.02570","0.19305","0.69100","0.11595","CZFadl"
"1","79","80","0.89594","0.07441","0.02965","0.18509","0.69146","0.12344","CZFadl"
"1","80","81","0.88855","0.07724","0.03421","0.17732","0.69133","0.13134","CZFadl"
"1","81","82","0.88044","0.08012","0.03943","0.16973","0.69061","0.13966","CZFadl"
"1","82","83","0.87154","0.08302","0.04544","0.16231","0.68928","0.14842","CZFadl"
"1","83","84","0.86174","0.08594","0.05232","0.15506","0.68732","0.15762","CZFadl"
"1","84","85","0.85096","0.08885","0.06019","0.14799","0.68473","0.16728","CZFadl"
"1","85","86","0.83907","0.09174","0.06918","0.14108","0.68150","0.17742","CZFadl"
"1","86","87","0.82598","0.09459","0.07943","0.13434","0.67762","0.18804","CZFadl"
"1","87","88","0.81156","0.09735","0.09109","0.12776","0.67308","0.19916","CZFadl"
"1","88","89","0.79567","0.10002","0.10431","0.12134","0.66788","0.21078","CZFadl"
"1","89","90","0.77821","0.10254","0.11925","0.11508","0.66201","0.22290","CZFadl"
"1","90","91","0.75904","0.10488","0.13608","0.10898","0.65548","0.23555","CZFadl"
"1","50","51","0.97916","0.02071","0.00013","0.35228","0.63174","0.01598","CZFgali"
"1","51","52","0.97786","0.02199","0.00015","0.34849","0.63434","0.01717","CZFgali"
