"age","ex1","ex2","p1","p2","sex","region","health"
81,3.3317,4.5771,0.3925,0.60773,"F","N","GALI"
82,3.0858,4.3113,0.38267,0.61756,"F","N","GALI"
83,2.848,4.0564,0.37274,0.62747,"F","N","GALI"
84,2.6187,3.8124,0.36267,0.63755,"F","N","GALI"
85,2.3983,3.5795,0.35237,0.64784,"F","N","GALI"
86,2.1871,3.3577,0.34176,0.65845,"F","N","GALI"
87,1.9854,3.147,0.33073,0.66946,"F","N","GALI"
88,1.7937,2.9473,0.31919,0.681,"F","N","GALI"
89,1.6122,2.7585,0.307,0.69319,"F","N","GALI"
90,1.4412,2.5803,0.29402,0.70615,"F","N","GALI"
91,1.2809,2.4125,0.28012,0.72004,"F","N","GALI"
92,1.1314,2.2548,0.26518,0.73498,"F","N","GALI"
93,0.993,2.1069,0.24909,0.75106,"F","N","GALI"
94,0.8655,1.9685,0.23181,0.76833,"F","N","GALI"
95,0.749,1.839,0.21336,0.78676,"F","N","GALI"
96,0.6432,1.7182,0.19392,0.80619,"F","N","GALI"
97,0.5479,1.6056,0.17379,0.82632,"F","N","GALI"
98,0.4627,1.5008,0.15344,0.84665,"F","N","GALI"
99,0.3872,1.4035,0.13348,0.8666,"F","N","GALI"
100,0.3209,1.3132,0.11457,0.8855,"F","N","GALI"
101,0.2632,1.2295,0.09729,0.90276,"F","N","GALI"
102,0.2136,1.1521,0.08205,0.918,"F","N","GALI"
103,0.1713,1.0807,0.06899,0.93105,"F","N","GALI"
104,0.1358,1.0149,0.05804,0.942,"F","N","GALI"
105,0.1063,0.9545,0.04897,0.95106,"F","N","GALI"
106,0.0823,0.8992,0.04152,0.9585,"F","N","GALI"
107,0.0629,0.8487,0.03542,0.9646,"F","N","GALI"
108,0.0476,0.8027,0.03043,0.96958,"F","N","GALI"
109,0.0356,0.7611,0.02636,0.97366,"F","N","GALI"
110,0.0264,0.7236,0.02302,0.97699,"F","N","GALI"
50,9.6267,12.5746,0.76168,0.23846,"M","N","GALI"
51,9.4016,12.2917,0.75375,0.24639,"M","N","GALI"
52,9.1724,12.0028,0.74568,0.25447,"M","N","GALI"
53,8.9395,11.7082,0.73748,0.26268,"M","N","GALI"
54,8.703,11.4083,0.72914,0.27102,"M","N","GALI"
55,8.4632,11.1035,0.72068,0.27948,"M","N","GALI"
56,8.2204,10.7942,0.71211,0.28806,"M","N","GALI"
57,7.9749,10.4809,0.70345,0.29673,"M","N","GALI"
58,7.727,10.164,0.69469,0.30549,"M","N","GALI"
59,7.4771,9.8442,0.68586,0.31433,"M","N","GALI"
60,7.2256,9.5219,0.67696,0.32323,"M","N","GALI"
61,6.9727,9.1979,0.66802,0.33217,"M","N","GALI"
62,6.7191,8.8727,0.65905,0.34116,"M","N","GALI"
63,6.4649,8.547,0.65005,0.35016,"M","N","GALI"
64,6.2108,8.2215,0.64105,0.35916,"M","N","GALI"
65,5.9571,7.8969,0.63207,0.36814,"M","N","GALI"
66,5.7043,7.5739,0.62312,0.3771,"M","N","GALI"
67,5.4529,7.2532,0.61422,0.386,"M","N","GALI"
68,5.2032,6.9355,0.60539,0.39485,"M","N","GALI"
69,4.9558,6.6215,0.59664,0.4036,"M","N","GALI"
70,4.7111,6.312,0.58799,0.41226,"M","N","GALI"
71,4.4696,6.0075,0.57946,0.42079,"M","N","GALI"
72,4.2317,5.7089,0.57106,0.4292,"M","N","GALI"
73,3.9978,5.4166,0.56281,0.43745,"M","N","GALI"
74,3.7683,5.1314,0.55472,0.44555,"M","N","GALI"
75,3.5436,4.8537,0.5468,0.45347,"M","N","GALI"
76,3.3242,4.5841,0.53906,0.46121,"M","N","GALI"
77,3.1104,4.323,0.53151,0.46877,"M","N","GALI"
78,2.9024,4.0708,0.52415,0.47613,"M","N","GALI"
79,2.7007,3.8279,0.51698,0.48331,"M","N","GALI"
80,2.5055,3.5946,0.50998,0.49031,"M","N","GALI"
81,2.3171,3.3711,0.50316,0.49714,"M","N","GALI"
82,2.1358,3.1576,0.49647,0.50382,"M","N","GALI"
83,1.9617,2.9542,0.48991,0.51039,"M","N","GALI"
84,1.7952,2.7609,0.48341,0.51688,"M","N","GALI"
85,1.6363,2.5777,0.47693,0.52335,"M","N","GALI"
86,1.4853,2.4046,0.4704,0.52988,"M","N","GALI"
87,1.3422,2.2415,0.46373,0.53654,"M","N","GALI"
88,1.2073,2.0881,0.45682,0.54346,"M","N","GALI"
89,1.0805,1.9443,0.44951,0.55076,"M","N","GALI"
90,0.9619,1.8098,0.44165,0.55861,"M","N","GALI"
91,0.8515,1.6844,0.43304,0.56721,"M","N","GALI"
92,0.7492,1.5676,0.42345,0.5768,"M","N","GALI"
93,0.655,1.4593,0.41258,0.58766,"M","N","GALI"
94,0.5688,1.359,0.40012,0.60012,"M","N","GALI"
95,0.4903,1.2663,0.3857,0.61453,"M","N","GALI"
96,0.4194,1.181,0.36892,0.6313,"M","N","GALI"
97,0.3557,1.1026,0.34939,0.65082,"M","N","GALI"
98,0.2989,1.0308,0.32677,0.67343,"M","N","GALI"
99,0.2486,0.9652,0.30086,0.69932,"M","N","GALI"
100,0.2045,0.9055,0.27176,0.7284,"M","N","GALI"
101,0.1662,0.8514,0.24004,0.76011,"M","N","GALI"
102,0.1332,0.8025,0.20687,0.79326,"M","N","GALI"
103,0.1051,0.7585,0.17401,0.82609,"M","N","GALI"
104,0.0816,0.7192,0.14349,0.85659,"M","N","GALI"
105,0.0622,0.6843,0.11696,0.88311,"M","N","GALI"
106,0.0465,0.6534,0.09518,0.90488,"M","N","GALI"
107,0.034,0.6264,0.07796,0.92209,"M","N","GALI"
108,0.0244,0.603,0.06455,0.93549,"M","N","GALI"
109,0.0172,0.5829,0.05409,0.94594,"M","N","GALI"
110,0.0119,0.5658,0.04588,0.95414,"M","N","GALI"
50,10.8993,12.6934,0.87139,0.12869,"F","S","GALI"
51,10.7587,12.5732,0.86174,0.13834,"F","S","GALI"
52,10.6093,12.4405,0.85151,0.14858,"F","S","GALI"
53,10.4511,12.2947,0.84068,0.15942,"F","S","GALI"
54,10.2839,12.1355,0.82923,0.17087,"F","S","GALI"
55,10.1076,11.9626,0.81716,0.18294,"F","S","GALI"
56,9.9224,11.7758,0.80446,0.19565,"F","S","GALI"
57,9.7281,11.575,0.79113,0.20899,"F","S","GALI"
58,9.5251,11.3604,0.77717,0.22296,"F","S","GALI"
59,9.3135,11.1322,0.76259,0.23755,"F","S","GALI"
60,9.0935,10.8907,0.74739,0.25275,"F","S","GALI"
61,8.8657,10.6364,0.7316,0.26855,"F","S","GALI"
62,8.6304,10.37,0.71525,0.28492,"F","S","GALI"
63,8.3882,10.0923,0.69835,0.30183,"F","S","GALI"
64,8.1395,9.8042,0.68094,0.31924,"F","S","GALI"
65,7.8851,9.5068,0.66307,0.33713,"F","S","GALI"
66,7.6256,9.2012,0.64478,0.35543,"F","S","GALI"
67,7.3618,8.8885,0.62612,0.3741,"F","S","GALI"
68,7.0944,8.5702,0.60714,0.39309,"F","S","GALI"
69,6.8241,8.2475,0.58791,0.41234,"F","S","GALI"
70,6.5519,7.9218,0.56849,0.43177,"F","S","GALI"
71,6.2784,7.5944,0.54893,0.45133,"F","S","GALI"
72,6.0045,7.2668,0.52931,0.47096,"F","S","GALI"
73,5.731,6.9403,0.50969,0.49059,"F","S","GALI"
74,5.4585,6.6162,0.49013,0.51016,"F","S","GALI"
75,5.1879,6.2957,0.47069,0.5296,"F","S","GALI"
76,4.9198,5.9799,0.45142,0.54885,"F","S","GALI"
77,4.6547,5.67,0.43238,0.56788,"F","S","GALI"
78,4.3934,5.367,0.41361,0.58663,"F","S","GALI"
79,4.1362,5.0717,0.39515,0.60509,"F","S","GALI"
80,3.8838,4.7849,0.37701,0.6232,"F","S","GALI"
81,3.6365,4.5074,0.35923,0.64098,"F","S","GALI"
82,3.3947,4.2397,0.3418,0.6584,"F","S","GALI"
83,3.1587,3.9823,0.32471,0.67547,"F","S","GALI"
84,2.9289,3.7355,0.30795,0.69223,"F","S","GALI"
85,2.7055,3.4997,0.29147,0.7087,"F","S","GALI"
86,2.4889,3.275,0.27523,0.72493,"F","S","GALI"
87,2.2793,3.0616,0.25916,0.741,"F","S","GALI"
88,2.077,2.8594,0.24317,0.75697,"F","S","GALI"
89,1.8823,2.6683,0.22718,0.77295,"F","S","GALI"
90,1.6957,2.4882,0.21109,0.78903,"F","S","GALI"
91,1.5175,2.319,0.19481,0.80531,"F","S","GALI"
92,1.3481,2.1603,0.17824,0.82186,"F","S","GALI"
93,1.1881,2.0119,0.16136,0.83873,"F","S","GALI"
94,1.0379,1.8733,0.14418,0.8559,"F","S","GALI"
95,0.898,1.7443,0.12683,0.87325,"F","S","GALI"
96,0.7688,1.6244,0.10955,0.89051,"F","S","GALI"
97,0.6507,1.5132,0.09273,0.90732,"F","S","GALI"
98,0.5438,1.4102,0.07687,0.92318,"F","S","GALI"
99,0.4484,1.3151,0.06248,0.93755,"F","S","GALI"
100,0.3642,1.2274,0.05,0.95003,"F","S","GALI"
101,0.2913,1.1466,0.03961,0.96042,"F","S","GALI"
102,0.2291,1.0725,0.03126,0.96876,"F","S","GALI"
103,0.1772,1.0046,0.02472,0.97529,"F","S","GALI"
104,0.1348,0.9426,0.01967,0.98034,"F","S","GALI"
105,0.101,0.8861,0.01578,0.98423,"F","S","GALI"
106,0.0746,0.8348,0.01279,0.98722,"F","S","GALI"
107,0.0544,0.7885,0.01049,0.98952,"F","S","GALI"
108,0.0393,0.7469,0.00871,0.99129,"F","S","GALI"
109,0.0281,0.7096,0.00733,0.99267,"F","S","GALI"
110,0.0199,0.6765,0.00626,0.99374,"F","S","GALI"
50,6.4458,7.8749,0.86538,0.13469,"M","S","GALI"
51,6.3504,7.8042,0.85743,0.14265,"M","S","GALI"
52,6.2503,7.727,0.8491,0.15098,"M","S","GALI"
53,6.1456,7.6432,0.8404,0.15969,"M","S","GALI"
54,6.0361,7.5523,0.83133,0.16877,"M","S","GALI"
55,5.922,7.4543,0.82188,0.17822,"M","S","GALI"
56,5.8033,7.3491,0.81206,0.18805,"M","S","GALI"
57,5.6801,7.2365,0.80187,0.19825,"M","S","GALI"
58,5.5526,7.1165,0.79131,0.20881,"M","S","GALI"
59,5.4209,6.9891,0.78039,0.21973,"M","S","GALI"
60,5.2854,6.8545,0.76914,0.231,"M","S","GALI"
61,5.1462,6.7129,0.75755,0.24259,"M","S","GALI"
62,5.0036,6.5644,0.74565,0.2545,"M","S","GALI"
63,4.8581,6.4094,0.73346,0.26669,"M","S","GALI"
64,4.7099,6.2484,0.721,0.27916,"M","S","GALI"
65,4.5594,6.0817,0.7083,0.29187,"M","S","GALI"
66,4.4071,5.9099,0.69539,0.30479,"M","S","GALI"
67,4.2534,5.7336,0.6823,0.31788,"M","S","GALI"
68,4.0988,5.5534,0.66907,0.33113,"M","S","GALI"
69,3.9437,5.37,0.65573,0.34447,"M","S","GALI"
70,3.7886,5.184,0.64232,0.35789,"M","S","GALI"
71,3.6339,4.9962,0.6289,0.37131,"M","S","GALI"
72,3.4802,4.8074,0.6155,0.38472,"M","S","GALI"
73,3.3278,4.6181,0.60218,0.39806,"M","S","GALI"
74,3.1772,4.4292,0.58897,0.41127,"M","S","GALI"
75,3.0288,4.2414,0.57593,0.42432,"M","S","GALI"
76,2.8829,4.0552,0.56312,0.43714,"M","S","GALI"
77,2.74,3.8714,0.55057,0.44969,"M","S","GALI"
78,2.6003,3.6905,0.53836,0.46191,"M","S","GALI"
79,2.4642,3.5132,0.52652,0.47377,"M","S","GALI"
80,2.3319,3.3398,0.5151,0.48518,"M","S","GALI"
81,2.2036,3.1708,0.50417,0.49611,"M","S","GALI"
82,2.0795,3.0067,0.49378,0.5065,"M","S","GALI"
83,1.9598,2.8477,0.48398,0.5163,"M","S","GALI"
84,1.8445,2.6942,0.47483,0.52546,"M","S","GALI"
85,1.7338,2.5463,0.46637,0.5339,"M","S","GALI"
86,1.6277,2.4043,0.45868,0.54159,"M","S","GALI"
87,1.5263,2.2683,0.4518,0.54846,"M","S","GALI"
88,1.4294,2.1383,0.44581,0.55445,"M","S","GALI"
89,1.3372,2.0144,0.44076,0.5595,"M","S","GALI"
90,1.2494,1.8967,0.43672,0.56354,"M","S","GALI"
91,1.1661,1.7849,0.43376,0.5665,"M","S","GALI"
92,1.0872,1.6792,0.43194,0.56831,"M","S","GALI"
93,1.0126,1.5795,0.43135,0.5689,"M","S","GALI"
94,0.9421,1.4855,0.43206,0.5682,"M","S","GALI"
95,0.8755,1.3971,0.43412,0.56613,"M","S","GALI"
96,0.8129,1.3143,0.43762,0.56263,"M","S","GALI"
97,0.7539,1.2369,0.4426,0.55766,"M","S","GALI"
98,0.6985,1.1646,0.44909,0.55117,"M","S","GALI"
99,0.6465,1.0974,0.45711,0.54317,"M","S","GALI"
100,0.5978,1.035,0.46662,0.53366,"M","S","GALI"
101,0.5521,0.9772,0.47755,0.52273,"M","S","GALI"
102,0.5094,0.9239,0.4898,0.51049,"M","S","GALI"
103,0.4694,0.8749,0.50319,0.4971,"M","S","GALI"
104,0.4321,0.8299,0.51751,0.48278,"M","S","GALI"
105,0.3973,0.7888,0.53251,0.46777,"M","S","GALI"
106,0.3648,0.7514,0.54792,0.45234,"M","S","GALI"
107,0.3346,0.7176,0.5635,0.43675,"M","S","GALI"
108,0.3064,0.6871,0.579,0.42125,"M","S","GALI"
109,0.2802,0.6598,0.59423,0.40601,"M","S","GALI"
110,0.2559,0.6354,0.60902,0.39121,"M","S","GALI"
50,11.3431,14.5435,0.75186,0.24828,"F","W","SR"
51,11.1025,14.2575,0.74369,0.25646,"F","W","SR"
52,10.8574,13.9643,0.73537,0.26479,"F","W","SR"
53,10.608,13.6642,0.7269,0.27326,"F","W","SR"
54,10.3546,13.3575,0.7183,0.28187,"F","W","SR"
55,10.0974,13.0446,0.70957,0.2906,"F","W","SR"
56,9.8367,12.7259,0.70072,0.29945,"F","W","SR"
57,9.5727,12.4018,0.69176,0.30842,"F","W","SR"
58,9.3057,12.0727,0.68271,0.31748,"F","W","SR"
59,9.0362,11.7392,0.67356,0.32663,"F","W","SR"
60,8.7643,11.4019,0.66434,0.33586,"F","W","SR"
61,8.4905,11.0611,0.65505,0.34515,"F","W","SR"
62,8.2152,10.7177,0.64572,0.35449,"F","W","SR"
63,7.9387,10.3721,0.63635,0.36387,"F","W","SR"
64,7.6614,10.0251,0.62696,0.37326,"F","W","SR"
65,7.3837,9.6773,0.61757,0.38266,"F","W","SR"
66,7.106,9.3294,0.60819,0.39205,"F","W","SR"
67,6.8288,8.9821,0.59883,0.4014,"F","W","SR"
68,6.5524,8.6362,0.58952,0.41072,"F","W","SR"
69,6.2773,8.2922,0.58027,0.41998,"F","W","SR"
70,6.0039,7.951,0.57109,0.42916,"F","W","SR"
71,5.7326,7.6133,0.56201,0.43825,"F","W","SR"
72,5.4637,7.2797,0.55303,0.44724,"F","W","SR"
73,5.1978,6.9509,0.54417,0.4561,"F","W","SR"
74,4.9351,6.6276,0.53544,0.46483,"F","W","SR"
75,4.6762,6.3104,0.52686,0.47342,"F","W","SR"
76,4.4212,6,0.51843,0.48186,"F","W","SR"
77,4.1706,5.6968,0.51016,0.49013,"F","W","SR"
78,3.9248,5.4015,0.50205,0.49825,"F","W","SR"
79,3.6841,5.1144,0.49409,0.5062,"F","W","SR"
80,3.4488,4.8361,0.48629,0.514,"F","W","SR"
81,3.2193,4.5669,0.47862,0.52166,"F","W","SR"
82,2.9959,4.3071,0.47107,0.5292,"F","W","SR"
83,2.779,4.057,0.46361,0.53666,"F","W","SR"
84,2.5688,3.8168,0.45619,0.54408,"F","W","SR"
85,2.3657,3.5867,0.44876,0.5515,"F","W","SR"
86,2.1701,3.3667,0.44124,0.55902,"F","W","SR"
87,1.9823,3.157,0.43355,0.56671,"F","W","SR"
88,1.8026,2.9574,0.42555,0.5747,"F","W","SR"
89,1.6314,2.7679,0.41711,0.58314,"F","W","SR"
90,1.4691,2.5884,0.40805,0.59219,"F","W","SR"
91,1.3159,2.4186,0.39814,0.6021,"F","W","SR"
92,1.1721,2.2584,0.38713,0.6131,"F","W","SR"
93,1.0379,2.1074,0.37471,0.62552,"F","W","SR"
94,0.9135,1.9654,0.36052,0.6397,"F","W","SR"
95,0.799,1.8321,0.34418,0.65603,"F","W","SR"
96,0.6944,1.707,0.32529,0.67491,"F","W","SR"
97,0.5995,1.5897,0.30348,0.69669,"F","W","SR"
98,0.5142,1.48,0.27854,0.72163,"F","W","SR"
99,0.4381,1.3774,0.25048,0.74967,"F","W","SR"
100,0.3709,1.2814,0.21977,0.78037,"F","W","SR"
101,0.312,1.1918,0.18748,0.81263,"F","W","SR"
102,0.2608,1.1082,0.15531,0.84478,"F","W","SR"
103,0.2168,1.0301,0.12533,0.87475,"F","W","SR"
104,0.1792,0.9573,0.09935,0.90071,"F","W","SR"
105,0.1473,0.8894,0.07832,0.92173,"F","W","SR"
106,0.1206,0.8262,0.06212,0.93792,"F","W","SR"
107,0.0982,0.7673,0.04989,0.95014,"F","W","SR"
108,0.0797,0.7124,0.04065,0.95938,"F","W","SR"
109,0.0645,0.6614,0.03357,0.96644,"F","W","SR"
110,0.052,0.614,0.0281,0.97192,"F","W","SR"
50,8.7355,11.492,0.66199,0.33821,"M","W","SR"
51,8.488,11.1642,0.65701,0.34319,"M","W","SR"
52,8.2411,10.8372,0.65207,0.34813,"M","W","SR"
53,7.995,10.5114,0.64717,0.35304,"M","W","SR"
54,7.75,10.1872,0.64232,0.35789,"M","W","SR"
55,7.5063,9.8648,0.63753,0.36268,"M","W","SR"
56,7.264,9.5446,0.63281,0.36741,"M","W","SR"
57,7.0233,9.2269,0.62815,0.37207,"M","W","SR"
58,6.7845,8.9121,0.62358,0.37664,"M","W","SR"
59,6.5477,8.6003,0.61909,0.38113,"M","W","SR"
60,6.313,8.292,0.61471,0.38552,"M","W","SR"
61,6.0807,7.9874,0.61043,0.38981,"M","W","SR"
62,5.8509,7.6869,0.60626,0.39397,"M","W","SR"
63,5.6238,7.3908,0.60221,0.39802,"M","W","SR"
64,5.3994,7.0993,0.5983,0.40193,"M","W","SR"
65,5.178,6.8127,0.59453,0.40571,"M","W","SR"
66,4.9596,6.5313,0.59091,0.40933,"M","W","SR"
67,4.7443,6.2554,0.58745,0.4128,"M","W","SR"
68,4.5323,5.9851,0.58415,0.41609,"M","W","SR"
69,4.3236,5.7208,0.58103,0.41922,"M","W","SR"
70,4.1182,5.4626,0.5781,0.42216,"M","W","SR"
71,3.9162,5.2107,0.57534,0.42491,"M","W","SR"
72,3.7177,4.9654,0.57278,0.42747,"M","W","SR"
73,3.5226,4.7268,0.57042,0.42984,"M","W","SR"
74,3.3311,4.495,0.56825,0.43201,"M","W","SR"
75,3.1431,4.2703,0.56626,0.43399,"M","W","SR"
76,2.9587,4.0526,0.56447,0.43579,"M","W","SR"
77,2.7778,3.8423,0.56284,0.43741,"M","W","SR"
78,2.6007,3.6392,0.56137,0.43889,"M","W","SR"
79,2.4273,3.4436,0.56003,0.44023,"M","W","SR"
80,2.2577,3.2555,0.55877,0.44149,"M","W","SR"
81,2.0922,3.0749,0.55755,0.44271,"M","W","SR"
82,1.9308,2.9019,0.55631,0.44396,"M","W","SR"
83,1.7739,2.7365,0.55495,0.44532,"M","W","SR"
84,1.6217,2.5787,0.55336,0.44691,"M","W","SR"
85,1.4747,2.4284,0.55139,0.44887,"M","W","SR"
86,1.3332,2.2856,0.54887,0.45139,"M","W","SR"
87,1.1976,2.1503,0.54557,0.45471,"M","W","SR"
88,1.0686,2.0222,0.54116,0.45911,"M","W","SR"
89,0.9465,1.9013,0.53529,0.46498,"M","W","SR"
90,0.832,1.7873,0.52746,0.47281,"M","W","SR"
91,0.7254,1.6801,0.51706,0.48323,"M","W","SR"
92,0.6272,1.5794,0.50329,0.49701,"M","W","SR"
93,0.5375,1.4849,0.48516,0.51513,"M","W","SR"
94,0.4567,1.3963,0.46149,0.53879,"M","W","SR"
95,0.3845,1.3133,0.43091,0.56934,"M","W","SR"
96,0.3209,1.2356,0.39215,0.60808,"M","W","SR"
97,0.2655,1.1627,0.34458,0.65562,"M","W","SR"
98,0.2178,1.0944,0.28927,0.7109,"M","W","SR"
99,0.1773,1.0303,0.23023,0.76991,"M","W","SR"
100,0.1433,0.9701,0.1744,0.8257,"M","W","SR"
101,0.115,0.9136,0.12869,0.87139,"M","W","SR"
102,0.0917,0.8604,0.09577,0.90429,"M","W","SR"
103,0.0728,0.8104,0.07352,0.92652,"M","W","SR"
104,0.0574,0.7633,0.05832,0.94172,"M","W","SR"
105,0.0452,0.7189,0.04748,0.95255,"M","W","SR"
106,0.0354,0.6771,0.0395,0.96052,"M","W","SR"
107,0.0276,0.6377,0.03351,0.96651,"M","W","SR"
108,0.0215,0.6006,0.02896,0.97105,"M","W","SR"
109,0.0167,0.5656,0.02547,0.97454,"M","W","SR"
110,0.013,0.5326,0.02278,0.97724,"M","W","SR"
50,9.9475,11.9152,0.74503,0.25512,"F","E","SR"
51,9.7113,11.6709,0.73608,0.26407,"F","E","SR"
52,9.4704,11.4201,0.72695,0.27321,"F","E","SR"
53,9.2253,11.1629,0.71765,0.28251,"F","E","SR"
54,8.9762,10.8999,0.70819,0.29198,"F","E","SR"
55,8.7234,10.6312,0.69857,0.3016,"F","E","SR"
56,8.4673,10.3573,0.68881,0.31137,"F","E","SR"
57,8.2083,10.0787,0.67891,0.32127,"F","E","SR"
58,7.9467,9.7959,0.66889,0.3313,"F","E","SR"
59,7.683,9.5094,0.65876,0.34144,"F","E","SR"
60,7.4177,9.2197,0.64852,0.35169,"F","E","SR"
61,7.1513,8.9274,0.63819,0.36202,"F","E","SR"
62,6.8841,8.6332,0.62779,0.37242,"F","E","SR"
63,6.6168,8.3377,0.61733,0.3829,"F","E","SR"
64,6.3498,8.0416,0.60682,0.39341,"F","E","SR"
65,6.0837,7.7456,0.59628,0.40396,"F","E","SR"
66,5.8189,7.4503,0.58571,0.41453,"F","E","SR"
67,5.5561,7.1564,0.57514,0.42511,"F","E","SR"
68,5.2958,6.8646,0.56458,0.43567,"F","E","SR"
69,5.0385,6.5756,0.55404,0.44622,"F","E","SR"
70,4.7846,6.29,0.54354,0.45674,"F","E","SR"
71,4.5348,6.0085,0.53308,0.4672,"F","E","SR"
72,4.2895,5.7317,0.52268,0.47761,"F","E","SR"
73,4.0491,5.4602,0.51234,0.48794,"F","E","SR"
74,3.8142,5.1945,0.50208,0.49822,"F","E","SR"
75,3.5851,4.9351,0.4919,0.50839,"F","E","SR"
76,3.3622,4.6824,0.4818,0.51849,"F","E","SR"
77,3.146,4.4369,0.47179,0.52849,"F","E","SR"
78,2.9367,4.1989,0.46186,0.53841,"F","E","SR"
79,2.7346,3.9687,0.45202,0.54825,"F","E","SR"
80,2.5401,3.7465,0.44225,0.55801,"F","E","SR"
81,2.3534,3.5326,0.43254,0.56771,"F","E","SR"
82,2.1746,3.3271,0.42288,0.57737,"F","E","SR"
83,2.0039,3.1301,0.41324,0.58701,"F","E","SR"
84,1.8414,2.9416,0.40359,0.59664,"F","E","SR"
85,1.6873,2.7616,0.39391,0.60632,"F","E","SR"
86,1.5415,2.59,0.38416,0.61607,"F","E","SR"
87,1.4041,2.4268,0.37427,0.62594,"F","E","SR"
88,1.275,2.2718,0.36421,0.636,"F","E","SR"
89,1.1541,2.1249,0.35391,0.6463,"F","E","SR"
90,1.0414,1.9858,0.34329,0.65691,"F","E","SR"
91,0.9367,1.8544,0.33228,0.66792,"F","E","SR"
92,0.8397,1.7304,0.32079,0.6794,"F","E","SR"
93,0.7503,1.6136,0.30874,0.69144,"F","E","SR"
94,0.6682,1.5037,0.29603,0.70414,"F","E","SR"
95,0.5932,1.4003,0.28259,0.71758,"F","E","SR"
96,0.5248,1.3034,0.26833,0.73183,"F","E","SR"
97,0.4628,1.2125,0.25322,0.74693,"F","E","SR"
98,0.4069,1.1273,0.23724,0.7629,"F","E","SR"
99,0.3565,1.0477,0.22043,0.7797,"F","E","SR"
100,0.3115,0.9733,0.20292,0.7972,"F","E","SR"
101,0.2713,0.9038,0.1849,0.81521,"F","E","SR"
102,0.2357,0.839,0.16666,0.83344,"F","E","SR"
103,0.2042,0.7787,0.14856,0.85153,"F","E","SR"
104,0.1764,0.7225,0.13102,0.86906,"F","E","SR"
105,0.1521,0.6702,0.11445,0.88561,"F","E","SR"
106,0.1308,0.6216,0.09922,0.90084,"F","E","SR"
107,0.1123,0.5765,0.08555,0.9145,"F","E","SR"
108,0.0962,0.5347,0.07356,0.92648,"F","E","SR"
109,0.0823,0.4959,0.06321,0.93682,"F","E","SR"
110,0.0703,0.46,0.05439,0.94564,"F","E","SR"
50,7.5582,7.5732,0.75492,0.24514,"M","E","SR"
51,7.3821,7.3956,0.73864,0.26147,"M","E","SR"
52,7.1992,7.2113,0.72231,0.27763,"M","E","SR"
53,7.0102,7.0211,0.70612,0.29374,"M","E","SR"
54,6.8161,6.8256,0.69027,0.30983,"M","E","SR"
55,6.6175,6.6258,0.67463,0.32529,"M","E","SR"
56,6.4154,6.4225,0.65945,0.34038,"M","E","SR"
57,6.2107,6.2167,0.64493,0.35522,"M","E","SR"
58,6.0044,6.0094,0.63077,0.36908,"M","E","SR"
59,5.7974,5.8013,0.61744,0.38271,"M","E","SR"
60,5.5905,5.5935,0.60454,0.3953,"M","E","SR"
61,5.3846,5.3867,0.59254,0.40764,"M","E","SR"
62,5.1805,5.1819,0.58092,0.41887,"M","E","SR"
63,4.9791,4.9797,0.57027,0.42997,"M","E","SR"
64,4.7808,4.7808,0.56003,0.44015,"M","E","SR"
65,4.5865,4.5858,0.55023,0.44956,"M","E","SR"
66,4.3965,4.3953,0.54132,0.45891,"M","E","SR"
67,4.2115,4.2097,0.53248,0.46725,"M","E","SR"
68,4.0318,4.0296,0.52433,0.47547,"M","E","SR"
69,3.8577,3.8551,0.51672,0.4835,"M","E","SR"
70,3.6896,3.6866,0.50903,0.49075,"M","E","SR"
71,3.5276,3.5243,0.50177,0.49794,"M","E","SR"
72,3.372,3.3684,0.49502,0.50524,"M","E","SR"
73,3.2228,3.2189,0.48791,0.51187,"M","E","SR"
74,3.08,3.0761,0.48113,0.51864,"M","E","SR"
75,2.9438,2.9397,0.4744,0.52538,"M","E","SR"
76,2.8142,2.81,0.46791,0.53237,"M","E","SR"
77,2.691,2.6868,0.46109,0.53915,"M","E","SR"
78,2.5741,2.57,0.45393,0.54582,"M","E","SR"
79,2.4636,2.4595,0.44715,0.55311,"M","E","SR"
80,2.3592,2.3552,0.43965,0.56011,"M","E","SR"
81,2.2608,2.2571,0.43245,0.56778,"M","E","SR"
82,2.1682,2.1648,0.42451,0.57528,"M","E","SR"
83,2.0813,2.0782,0.41675,0.58343,"M","E","SR"
84,1.9998,1.9972,0.40851,0.59174,"M","E","SR"
85,1.9236,1.9216,0.39964,0.60014,"M","E","SR"
86,1.8525,1.8511,0.39095,0.60925,"M","E","SR"
87,1.7862,1.7855,0.38145,0.61836,"M","E","SR"
88,1.7245,1.7247,0.37205,0.62812,"M","E","SR"
89,1.6672,1.6683,0.36189,0.63794,"M","E","SR"
90,1.6141,1.6163,0.35181,0.64836,"M","E","SR"
91,1.565,1.5684,0.34099,0.65883,"M","E","SR"
92,1.5196,1.5244,0.33033,0.66987,"M","E","SR"
93,1.4778,1.4841,0.31911,0.68101,"M","E","SR"
94,1.4393,1.4473,0.30753,0.69234,"M","E","SR"
95,1.4039,1.4138,0.29613,0.70405,"M","E","SR"
96,1.3714,1.3834,0.2843,0.7158,"M","E","SR"
97,1.3417,1.3559,0.27223,0.72762,"M","E","SR"
98,1.3145,1.3312,0.26031,0.73961,"M","E","SR"
99,1.2897,1.3091,0.24849,0.75166,"M","E","SR"
